usluga,tip,cena,grad,sira_lokacija,uza_lokacija,adresa,povrsina,plac,broj_soba,uknjizenost,grejanje,broj_etaza,stanje,godina_izgradnje,spratnost,lift,infrastruktura,parking,garaza,unutrasnje_prostorije,namestenost,opremljenost,useljivo,orijentacija_nekretnine,tip_objekta,tip_stana,tip_kuce,sifra_oglasa,opis,link,latitude,longitude,udaljenost_od_centra
prodaja,stan,220.000 €,Beograd,Palilula opština,Botanička Bašta,Dzordza Vašingtona,106m²,,4 sobe,uknjiženo,centralno grejanje,,novo,,3/4 sprata (nije poslednji sprat),,terasa,,,"kupatilo, kuhinja",prazno,"telefon, kablovska, interfon, klima",useljivo,,stambeni,,,4134,"RETKO U PONUDI.Stan se nalazi u zgradi novijeg datuma izgradnje ,odlicnog rasporeda prostorija i uknjizen na sadašnjeg vlasnika.Zgrada je na atraktivnoj lokaciji u centru Beograda.Stan je dvostrano orjentisan i prodaje se sa ugradnom kuhinjom i plakarima.Stan poseduje dva mokra cvora,tri spavace sobe,prostran dnevni boravak ,trpezarija i kuhinja,kao i lepu terasu.Stan je uknjizen na 77m2 a po merenju ima 100m2+6m2         agent Aleksandra 063360736                                     Kupac plaća proviziju 2%",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/dzordza-vasingtona/60e0239b8d99ee47ab0b5cae,44.813506,20.4720377,1.288108360912944
prodaja,stan,750.000 €,Beograd,Stari Grad opština,Beograd centar,Gavrila Principa,250m²,,4 sobe,uknjiženo,etažno grejanje,,,,2/3 sprata (nije poslednji sprat),,terasa,,,,,,,,,,,,"Luksuzno renoviran, odlicno orijentisan, svetao stan od 250m2 organizovan kao open space. Stan salonskog tipa u zgradi pod zastitom spomenika kulture. Blizina Beograda na vodi i sve potrebne infrastrukture. Moguca organizacija prostora po zelji. Dve kuhinje, dva kupatila. Stan se prodaje sa pripadajućim dizajnerskim nameštajem. Agencijska provizija 2%",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/gavrila-principa/609bdef5c011a9113c13dde0,44.8095218,20.4581633,0.9350444016529625
prodaja,stan,210.000 €,Beograd,Novi Beograd,Blok 30,Bulevar Zorana Đinđića,88m²,,4 sobe,uknjiženo,etažno grejanje,,renovirano,,11/11 spratova,ima lift (1),terasa,,,kupatila (2),prazno,"telefon, klima",,,,,,12114,"***Lep četverosoban stan na izvanrednoj lokaciji, sa prelepim pogledom (sever-jug).Odličan raspored, veliki dnevni boravak, degažman sa 3 spavaće sobe, kupatilom i WC-om.Stan poseduje veliku terasu, i ne zahteva posebna ulaganja.Nalazi se u zgradi sa dva lifta, koja je dobro održavana.Stan je izuzetno adaptibilan sa urednom dokumentacijom.Agencijska provizija 2% uključuje:istraživanje neophodno za nalaženje stana, pomoć u pregovorima, provera dokumentacije,izrada ugovora/predugovora o kupoprodaji, vođenje kroz celokupni kupoprodajni proces i papirologiju, pomoć pri prijavi poreza na imovinu, asistencija za porez na apsolutna prava i eventualno oslobođenje od istog, organizacija primopredaje i sve što podrazumeva Zakon o posredovanju u prometu i zakupu nepokretnosti.Želimo Vam prijatnu kupovinu!",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-zorana-djindjica/60bdd0c08eecba3ba46eed8d,44.8195143,20.4115285,3.5982491755012362
prodaja,stan,183.270 €,Beograd,Zvezdara opština,Severni Bulevar,Milete Jakšića,77m²,,3 sobe,,centralno grejanje,,u izgradnji,,2/3 sprata (nije poslednji sprat),,,,,kupatila (2),prazno,telefon,,,,,,12758,"***aStan 68.45m2 + terasa 8.78m2Lux novogradnja na odličnoj lokaciji. Odlična infrastruktura kao i povezanost sa svim delovima grada. Aluminijumska stolarija, italijanska keramika, hrastov parket I klase. Mogućnost povraćaja PDV-a za kupce prve nekretnine. U ponudi su dvosobni, trosobni i četvorosobni stanovi. Rok za završetak zgrade - mart/april2022.Agencijska provizija 2% uključuje:istraživanje neophodno za nalaženje stana, pomoć u pregovorima, provera dokumentacije,izrada ugovora/predugovora o kupoprodaji, vođenje kroz celokupni kupoprodajni proces i papirologiju, pomoć pri prijavi poreza na imovinu, asistencija za porez na apsolutna prava i eventualno oslobođenje od istog, organizacija primopredaje i sve što podrazumeva Zakon o posredovanju u prometu i zakupu nepokretnosti.Želimo Vam prijatnu kupovinu!",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/milete-jaksica/60ad5740ee4fd751604278e4,44.8057102,20.4964001,3.400655067525601
prodaja,stan,58.000 €,Beograd,Novi Beograd,Ledine,LEDINE,43m²,,2 sobe,uknjiženo,etažno grejanje,,novo,,3/3 sprata,,terasa,,,,prazno,interfon,,,,,,28477,"Nova zgrada na Ledinama, mirno okruzenje. Treci sprat, poslednji, nema kosine. Lepa prostrana terasa.  www.favoritnekretnine.co.rs , prikaz na mapi je informativnog karaktera, UKNJIZEN. AG. PROV 2% uknjizen 3/3 LEDINE  -imamo slicne NEKRETNINE BEOGRAD http://www.favoritnekretnine.co.rs/stan-beograd/kartica.php?id=28477",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/ledine/6140d9adfa6bcf3d5b06e3a0,44.8020848,20.3484997,8.758272925844354
prodaja,stan,115.000 €,Beograd,Zemun opština,Zemun,Radnička,49m²,,2 sobe,uknjiženo,centralno grejanje,,novo,2007. godine,3/6 spratova (nije poslednji sprat),ima lift (1),terasa,1 parking mesto,1 garažno mesto,kupatilo,prazno,"telefon, kablovska, internet, interfon, klima",useljivo,,,,,1162,"ponuda  br. 1162 BG PRO -  2-soban, Zemun, na kraju Retenzije, ul.Radnička, noviji stan (2007g.), uknjižen 49m2(L), dobro organizovan sa opcijom za adaptaciju u 2,5, na 2.spratu od 6, u odličnom stanju, svetao i osunčan (Z), pvc stolarija, cg, lift, videointerfon, klima, podrum, lepo održavana zgrada.  Opciono – preuzimanje dela ili celokupnog inventara u stanu u viđenom stanju je predmet posebne pogodbe ugovornih strana.Prodajna cena nepokretnosti: 115.000 e.Moguća kupovina g.mesta u zgradi - 14.000 e.Lokacija: mirna ulica iza Ekonomske škole Nada Dimić koja izlazi na ul.22.Oktobra, u blizini Zemunskog keja i Centra Zemuna, Poljoprivrednog fakulteta i OŠ Svetozar Miletić, DZ Zemun (“Ured”) i Zemunske bolnice, hale Pinki, Vatrogasnog doma, sa mnoštvom prodavnica prehrane na 3min hoda.Autobuske linije u blizini:15,17,45,73,81,82,83,86,610,611Agencijska provizija: 2% od konačne prodajne cene.   Kontakt - 0113341619, 063519533, 062290050,  beograd@stanovi. rs , Agencija MEGATRANS NEKRETNINE - www.stanovi. rs - Redni  broj u Registru posrednika MTTT: 267",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/radnicka/61a9ca8fd0110e696e126140,44.7873787,20.4168268,4.645699633952249
prodaja,stan,132.550 €,Beograd,Zvezdara opština,Kluz,Zivka Davidovica,72m²,,3 sobe,nije uknjiženo,,,,2022. godine,3/5 spratova (nije poslednji sprat),ima lift (1),terasa,,,,prazno,"telefon, interfon",useljivo,,,,,86618,"Kluz, Zivka Davidovica, 3.0, 71.65 m2 sa terasom, III od V spratova, eg-gas, telefon, lift, interfon, video nadzor, ktv, internet, useljiv u avgustu 2022. godine, gradjevinska dozvola, novogradnja.STAN U IZGRADNJI! Rok useljenja: AVGUST 2022. GODINE.CENA JE BEZ PDV-a! Povracaj PDV-a za kupca prvog stana.Pazljivo projektovan 3.0 stan sa maksimalno iskoriscenim prostorom. Prostorije su pravilnih formi, povrsina srazmernih nameni, a dnevni boravak je objedinjen u jednu celinu sa trpezarijom i kuhinjom. Iz dnevnog boravka se pristupa terasi.U podnozju Zvezdarske sume i sportskog centra Olimp u mirnoj ulici Zivka Davidovica gradi se novi stambeni objekat. Lokacija se odlikuje odlicnom saobracajnom povezanoscu, brzom i lakom pristupu auto-putu, kao i blizinom svih vaznih javnih sadrzaja: Cvetkova pijaca, Aviv park, brojni restorani i kafici, osnovna skola Cirilo i Metodije i Gradjevinska skola.Prostorije: hodnik, dnevni boravak sa trpezarijom i kuhinjom, dve spavace sobe, kupatilo, toalet i terasa.Cena 132 550 evra + PDV.Agencijska provizija koju placa KUPAC iznosi 2 % od dogovorene kupoprodajne cene. Raicevic nekretnine 060/3056057",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/zivka-davidovica/61a91ca453f9a46fcc74586d,44.7920461,20.5089439,5.016080328283931
prodaja,stan,151.050 €,Beograd,Voždovac opština,Trošarina,Vojvode Stepe,72m²,,3 sobe,nije uknjiženo,,,novo,2021. godine,potkrovlje/3 sprata (nije poslednji sprat),ima lift (1),terasa,,1 garažno mesto,,prazno,"telefon, interfon",useljivo,,,,,86620,"Trosarina, Vojvode Stepe, 3.0, 71.89 m2 sa lodjom, PTK od III sprata, eg-gas, telefon, lift, interfon, video nadzor, ktv, internet, useljiv u decembru 2021. godine, gradjevinska dozvola, mogucnost kupovine garaznog mesta, novogradnja iz 2021. godine.STAN U IZGRADNJI! Rok useljenja: DECEMBAR 2021. godine.CENA JE BEZ PDV-a! Povracaj PDV-a za kupca prvog stana.Luksuzan stan u objektu modernog dizajna koji se gradi po visokim standardima gradnje: sistem grejanja i hladjenja toplotnim pumpama vazduh-voda (fan coil uredjaji za grejanje i hladjenje). Italijanske sanitarije I klase, vodokotlici GEBERIT, podovi kompozitna podloga hrast  Mammut 12 mm Kronotex, nemackog proizvodjaca, sedmokomorna PVC stolarija sa troslojnim niskoemisionim staklom punjenim argonom, sigurnosna vrata, lift OTIS, opticki internet kabl, instalacije za fiksni telefon, kablovska televizija i interfon.Objekat je smesten u maloj ulici, povucenoj od buke i saobracaja, a ipak na dohvat svih sadrzaja: vrtic Zvezdica, osnovna skola Filip Filipovic, Lidl, brojne drogerije i apoteke, brza hrana i kafici, teretane i tereni za rekreaciju, nekoliko banaka, crkva - najrazlicitiji sadrzaji. Odlicno povezan sa svim delovima grada.Prostorije: predsoblje, dnevni boravak sa trpezarijom i kuhinjom, dve spavace sobe kupatilo, toalet i terasa.Mogucnost kupovine garaznog mesta.Cena 151 050 + PDV.Agencijska provizija koju placa KUPAC iznosi 2 % od dogovorene kupoprodajne cene. Raicevic nekretnine 060/3056058",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vojvode-stepe/61a91caa53f9a46fcc745875,44.7550404,20.4904924,7.471627532636061
prodaja,stan,151.050 €,Beograd,Voždovac opština,Trošarina,Vojvode Stepe,72m²,,3 sobe,nije uknjiženo,,,u izgradnji,2021. godine,prizemlje/3 sprata (nije poslednji sprat),ima lift (1),lođa,,1 garažno mesto,,prazno,"telefon, interfon",useljivo,,,,,86619,"Trosarina, Vojvode Stepe, 3.0, 71.93 m2 sa lodjom, PR od III sprata, eg-gas, telefon, lift, interfon, video nadzor, ktv, internet, useljiv u decembru 2021. godine, gradjevinska dozvola, mogucnost kupovine garaznog mesta, novogradnja iz 2021. godine.STAN U IZGRADNJI! Rok useljenja: DECEMBAR 2021. godine.CENA JE BEZ PDV-a! Povracaj PDV-a za kupca prvog stana.Luksuzan stan u objektu modernog dizajna koji se gradi po visokim standardima gradnje: sistem grejanja i hladjenja toplotnim pumpama vazduh-voda (fan coil uredjaji za grejanje i hladjenje). Italijanske sanitarije I klase, vodokotlici GEBERIT, podovi kompozitna podloga hrast  Mammut 12 mm Kronotex, nemackog proizvodjaca, sedmokomorna PVC stolarija sa troslojnim niskoemisionim staklom punjenim argonom, sigurnosna vrata, lift OTIS, opticki internet kabl, instalacije za fiksni telefon, kablovska televizija i interfon.Objekat je smesten u maloj ulici, povucenoj od buke i saobracaja, a ipak na dohvat svih sadrzaja: vrtic Zvezdica, osnovna skola Filip Filipovic, Lidl, brojne drogerije i apoteke, brza hrana i kafici, teretane i tereni za rekreaciju, nekoliko banaka, crkva - najrazlicitiji sadrzaji. Odlicno povezan sa svim delovima grada.Prostorije: predsoblje, dnevni boravak sa trpezarijom i kuhinjom, dve spavace sobe, kupatilo, toalet i lodja.MOGUCNOST KUPOVINE GARAZNOG MESTA!Cena 151 050 + PDV.Agencijska provizija koju placa KUPAC iznosi 2 % od dogovorene kupoprodajne cene. Raicevic nekretnine 060/3056058",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vojvode-stepe/61a91ca553f9a46fcc745871,44.7550404,20.4904924,7.471627532636061
prodaja,stan,130.000 €,Beograd,Savski Venac,Centar,Gavrila Principa,64m²,,2 sobe,uknjiženo,etažno grejanje,,,2010. godine,3/3 sprata,,,,,,prazno,,,,,,,86617,"Centar, Gavrila Principa, 2.0, 64 m2, bez terase, III od III sprata, eg, bez lifta, uknjizen na 63 m2, nadogradnja iz 2010. godine.Ukoliko zelite osecaj kao da ste na moru, mir i pogled na terase pune cveca i park, a da se pritom nalazite u samom centru grada, onda je ovo potkrovlje pravi izbor za vas.Sastoji se od hodnika, dve komforne sobe, odvojene kuhinje i kupatila.Stan je dvostrano orijentisan i veoma svetao. Sve prostorije imaju prirodnu ventilaciju.U odlicnom je stanju i ne zahteva veca ulaganja. Ulazna vrata su sigurnosna, stolarija aluminijumska, velux krovni prozori, hrastov parket.Grejanje je etazno, vrlo ekonomicno, pa su racuni za infostan niski (2 200 dinara).Cena 130 000 evra.Agencijska provizija koju placa KUPAC iznosi 2 % od dogovorene kupoprodajne cene. Raicevic nekretnine 060/3056064",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/gavrila-principa/61a91c9e53f9a46fcc745868,44.8095218,20.4581633,0.9350444016529625
prodaja,stan,70.400 €,Beograd,Grocka opština,Grocka,Bulevar revolucije,64m²,,3.5 sobe,uknjiženo,etažno grejanje,,novo,,prizemlje/4 sprata (nije poslednji sprat),ima lift (1),terasa,1 parking mesto,,,namešteno,,useljivo,,,,,102375954,"Agencijski ID: 75954, PR/IV, lift, terasa, uknjižen, novogradnja, parking, stambena zgrada.  Odlična lokacija,kvalitetna gradnja,završetak radova 2022. godine. Olivera. Više informacija na: www.beocitynekretnine.rs Telefoni: 060/328-3901 • 060/555-9720 • 011/328-3901. Kontakt van radnog vremena: info@beocitynekretnine.rs",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-revolucije/61a95fb8f255d4693553a497,44.7751052,20.5351742,7.804169995433672
prodaja,stan,94.600 €,Beograd,Zemun opština,Zemun,Dobanovačka,44m²,,1.5 soba,,centralno grejanje,,novo,,prizemlje/4 sprata (nije poslednji sprat),ima lift (1),lođa,,1 garažno mesto,,prazno,"kablovska, internet, klima",useljivo,,,,,42848,"BEZ PROVIZIJE ZA KUPCE! Predstavljamo nov, luksuzan 1.5 stan, u naselju Gornji grad, prelepom kompleksu sa fizičko-tehničkim obezbeđenjem 24h, u Dobanovačkoj ulici, jednoj od najlepših u Zemunu. Naselje se nalazi na svega 500 metara od centra, sakriveno od gradske gužve, odakle se možete prošetati do Gardoša, Zemunskog keja, restorana Balkan ekspres, Glavne ulice. Izuzetno atraktivno naselje, građeno savremenim materijalima, zadovoljiće potrebe i onih sa najvišim zahtevima i standardima. Budućem vlasniku nudimo dogovor za godinu dana unapred obezbeđen zakup stana. Takođe, postoji mogućnost kupovine ili rentiranja garažnog mesta.  Zgrada je u postupku dobijanja upotrebne dozvole. Bez provizije za posredovanje - kupac plaća stvarne troškove agencije u fiksnom iznosu od 500 eur. ID oglasa: 42848.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/dobanovacka/61a96424138f1701e729c6d8,44.8465751,20.4046114,5.224788083448761
prodaja,stan,138.000 €,Beograd,Stari Grad opština,Beograd centar,Brankova,73m²,,2.5 sobe,uknjiženo,grejanje na struju,,,,6/6 spratova,,terasa,,,,prazno,,,,,,,86621,"Centar, Brankova, 2.5, 73 m2 sa terasom, VI od VI spratova, ta/cg, bez lifta, uknjizen na 66 m2, starogradnja.Stan se sastoji od predsoblja, dnevne sobe, spavace sobe, manje sobe okrenute ka dvoristu, kuhinje, trpezarije, kupatila i terase.Dvostrano je orijentisan (jedan deo stana gleda na reku, a drugi deo na dvoriste). Lepo je odrzavan, ali zahteva izvesna ulaganja.Zgrada je lepo odrzvana, a fasada je sredjena pre tri godine.Na spratu se nalaze samo dva stana i postoji mogucnost prosirenja na vesernicu (40 m2) koja se nalazi pored stana.U neposrednoj blizini se nalaze svi sadrzaji potrebni za svakodnevni zivot: reka, Kalemegdan, vrtici, skole, pijaca, dom zdravlja, stanice gradskog prevoza.Cena 138 000 evra.Agencijska provizija koju placa KUPAC iznosi 2 % od dogovorene kupoprodajne cene. Raicevic nekretnine 060/3056064",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/brankova/61a91caf53f9a46fcc745879,44.8151119,20.4532446,0.42666109115793055
prodaja,stan,179.000 €,Beograd,Zvezdara opština,Crveni Krst,Gajeva,60m²,,2.5 sobe,uknjiženo,centralno grejanje,,novo,,1/6 spratova (nije poslednji sprat),ima lift (1),terasa,,,kupatilo,prazno,"telefon, kablovska, internet, interfon, klima",,,,,,2886,"Funkcionalan dvoiposoban stan na odličnoj lokaciji. Nalazi se u manjoj ulici i zaklonjen je od gradske buke, svetao i odmah useljiv. U neposrednoj blizini su osnovna škola, obdanište, pijaca, pošta, Maxi, Aroma i stanice graqdskog prevoza. Oznaka na mapi pokazuje deo grada , ne i tačan položaj zgrade.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/gajeva/61a9338b23f3cc22002ea253,44.7995877,20.4873833,3.1509916823178252
prodaja,stan,73.500 €,Beograd,Palilula opština,Karaburma,Drenovačka,49m²,,2 sobe,uknjiženo,,,uobičajeno stanje,,9/11 spratova (nije poslednji sprat),ima lift (1),"podrum, lođa",,,kupatilo,prazno,"telefon, kablovska, internet, interfon",,,,,,2885,"Uknjižen, useljiv i dvostrano orijentisan stan na odličnoj lokaciji. Funkcionalan, bez prolaznih prostorija, odlična infrastruktura, blizina škole i prevoza. Lep pogled. Oznaka na mapi pokazuje deo grada , ne i tačan položaj zgrade.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/drenovacka/61a9338c23f3cc22002ea258,44.8139815,20.5138107,4.517457747498294
prodaja,stan,83.600 €,Beograd,Zemun opština,Zemun,Branka Pešića,38m²,,1 soba,uknjiženo,etažno grejanje,,novo,,1/3 sprata (nije poslednji sprat),,,,,,prazno,"kablovska, internet, klima",useljivo,,,,,42849,"BEZ PROVIZIJE ZA KUPCE! BRANKA PEŠIĆA - UKNJIŽENO - NOVOGRADNJA U jednom od najlepših delova Zemuna, kod restorana Zlatnik, i na svega 500 metara od Gardoša, nalazi se izvanredna uknjižena novogradnja, jedinstvena po mnogo čemu. Građena da zadovolji najviše zahteve i standarde, ova mala trospratna zgrada pruža luksuz u svakom segmentu.  Najsavremeniji materijali, završni detalji, kao i estetika objekta neće ostaviti ravnodušnim ni najzahtevnijeg kupca.  Visina plafona 3,2m, kompletna izolacija rađena Austrotherm grafitnim stiroporom debljine 12-15 cm, 7-komorna Rehau stolarija sa najkvalitetnijim ROTO NT okovima, troslojna stakla koja u kombinaciji sa stolarijom pružaju maksimalnu zvučnu i toplotnu izolaciju, premium hrastov parket sa 30 godina garancije, italijanska granitna keramika, Hansgrohe slavine i tuš baterije, Atos sigurnosna vrata, mermerno stepenište, Travertin kamen otporan na vremenske prilike sa smanjenom klizavošću. U ovoj fazi kupcima je obezbeđen izbor unutrašnje stolarije, boje parketa, zidne keramike, tuš kabine ili kade, završne obrade zidova i sl. Uknižena novogradnja, bez plaćanja PDV, obaveza kupca je porez na prenos apsolutnih prava u iznosu od 2,5%. Bez provizije za posredovanje - kupac plaća stvarne troškove agencije u fiksnom iznosu od 500 eur.  ID oglasa: 42849.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/branka-pesica/61a96424138f1701e729c6d3,44.8517285,20.3931754,6.291287939386997
prodaja,stan,128.000 €,Beograd,Palilula opština,Višnjica,Dušana Miloševića,80m²,,3 sobe,uknjiženo,norveški radijatori,,novo,2017. godine,1/2 sprata (nije poslednji sprat),,"podrum, terasa",1 parking mesto,,,,"telefon, kablovska, internet, interfon, klima",,,,,,4270,"3.0, 80m2 (dve terase), 1/2,LUX, norveški radijatori, interfon, internet, telefon, ktv, klima, podrum.Višnjica je naselje na istočnom delu Beograda. U neposrednoj blizini nalaze se vrtić, škola a svega osam minuta hoda od objekta imaju stanice gradskog prevoza.U prilici smo da Vam ponudimo izuzetan trosoban stan na prvom spratu kvalitetne dvospratnice izgrađene 2017-te godine. Potpuno sređen i projektovan u skladu sa modernim stilom življenja, sa izvanrednim pogledom na Dunav. Akcenat je bačen na otvoreni dnevni boravak sa panoramskim prozorom koji je  spojen sa trpezarijom i kuhinjom. Iz pomenutog dnevnog boravka se izlazi na veću terasu a sa nje je pregledno lepo sređeno dvorište zgrade. Svetla kuhinja je sređena i opremljena kvalitetnom belom tehnikom. Jedna spavaća soba je sa velikim ugrađenim plakarom i manjom terasom. Druga spavaća soba je opremljena i kao takva ulazi u cenu stana. Grejanje je na struju čime se pruža mogućnost racionalizacija troškova. U sklopu zgrade postoji i podrum dodeljen ovom stanu. Podjednako bitno je da zgrada poseduje mnoštvo parking mesta sa više potencijalnih prilaza.Od prostorija: dnevni boravak objedinjen sa kuhinjom i trpezarijom, hodnik, dve spavaće sobe, kupatilo, dve terase.Uknjižen na 80m2, brzo useljiv.Kontakt: 065 233 52 60",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/dusana-milosevica/61a92cbd7440e6215d5f97e3,44.823311,20.5444254,6.943689992224842
prodaja,stan,210.000 €,Beograd,Savski Venac,Beograđanka,Lomina,62m²,,2.5 sobe,uknjiženo,grejanje na struju,,,,2/4 sprata (nije poslednji sprat),,terasa,,,kupatilo,prazno,telefon,,,,,,7303,"***Retko u ponudi, Lomina, Centar, salonac, lux renoviran, namešten, bez ulaganja, sa parking mestom.TOP lokacija, miran kraj, okružen parkovima.Urađen je kvalitetnim materijalima.Sastoji se iz ulaznog salona iz kog se ide u sve prostorije, spavaće sobe, dnevne sobe, kupatila, balkon zastakljen, ima zidani podrum 8m2.Dvostrano je orjentisan, fenomenalan stan!Agencijska provizija 2%uključuje:istraživanje neophodno za nalaženje stana, pomoć u pregovorima, provera dokumentacije, izrada ugovora/predugovora o kupoprodaji, vođenje kroz celokupni kupoprodajni proces i papirologiju, pomoć pri prijavi poreza na imovinu, asistencija za porez na apsolutna prava i eventualno oslobođenje od istog, organizacija primopredaje i sve što podrazumeva Zakon o posredovanju u prometu i zakupu nepokretnosti.Želimo Vam prijatnu kupovinu.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/lomina/5de8fd1e273171206d5ffc49,44.8116646,20.4575598,0.6936972482561158
prodaja,stan,291.537 €,Beograd,Savski Venac,Senjak,Kuršumlijska,100m²,,3 sobe,uknjiženo,centralno grejanje,,novo,,1/2 sprata (nije poslednji sprat),,,,,kupatilo,prazno,telefon,,,,,,7096,"***aStan se nalazi u zgradi rezidencijalnog sadržaja, u elitnom delu Senjaka, na opštini Savski venac. Zgrada građena u skladu sa visokim arhitektonskim kriterijumima, sa najkvalitetnijim materijalima koji su ugrađeni po svim građevinskim standardima. U sklopu zgrade se nalazi bazen. Zgrada je opremljena sistemom protiv požarne zaštite i poseduje fizičko-tehničko obezbeđenje. Na svakom spratu je po jedan stan, sa pripadajućim parking mestom. U ponudi imamo i stanove od 80m2 na vpr i 2 spratu. Cene su sa PDV-om.Agencijska provizija 2% uključuje:istraživanje neophodno za nalaženje stana, pomoć u pregovorima, provera dokumentacije,izrada ugovora/predugovora o kupoprodaji, vođenje kroz celokupni kupoprodajni proces i papirologiju, pomoć pri prijavi poreza na imovinu, asistencija za porez na apsolutna prava i eventualno oslobođenje od istog, organizacija primopredaje i sve što podrazumeva Zakon o posredovanju u prometu i zakupu nepokretnosti.Želimo Vam prijatnu kupovinu!",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/kursumlijska/5dcd85d927317107d21e7955,44.7944141,20.4446084,2.7862021514783812
prodaja,stan,120.000 €,Beograd,Zemun opština,Zemun,Prvomajska,100m²,,4 sobe,uknjiženo,etažno grejanje,,uobičajeno stanje,,prizemlje,,,,,kupatilo,prazno,telefon,,,,,,9967,"*** Dva stana u zajedničkom dvorištu,u prizemlju kao klasičan dvosoban, a gornji nivo kao trosoban stan. Sve u izvornom i izuzetnom korektnom stanju. Grejanje na pelet. Stan za svaku preporuku.Agencijska provizija 2% uključuje:istraživanje neophodno za nalaženje stana, pomoć u pregovorima, provera dokumentacije, izrada ugovora/predugovora o kupoprodaji, vođenje kroz celokupni kupoprodajni proces i papirologiju, pomoć pri prijavi poreza na imovinu, asistencija za porez na apsolutna prava i eventualno oslobođenje od istog, organizacija primopredaje i sve što podrazumeva Zakon o posredovanju u prometu i zakupu nepokretnosti.Želimo Vam prijatnu kupovinu.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/prvomajska/5f5a063451ab12649f04c336,44.8410656,20.3957641,5.4821959067711665
prodaja,stan,62.000 €,Beograd,Zvezdara opština,Mirijevo,Rudi Čajaveca,43m²,,1.5 soba,,etažno grejanje,,novo,2017. godine,visoko prizemlje/4 sprata (nije poslednji sprat),,"podrum, terasa",,,kupatilo,prazno,"telefon, interfon",,,,,,2002,"Nedaleko od osnovne škole Pavle Savić u mirnom delu Mirijeva nalazi se ovaj kompleks zgrada. U blizini su autobuske linije 27e, 74, 27, 20, 79 kao i sva infrastruktura neophodna za lagodan život (pijaca, dom zdravlja, crkva itd.) U prilici smo da Vam ponudimo odličan jednoiposoban stan u zgradi izgrađene 2017. godine. Zbog konfiguracije terena stan se vodi kao VPR, ali je u stvarnosti visina 1. sprata! Na podovima je kvalitetan bukov parket dok je stolarija PVC. U cenu je uračunata ugradna kuhinja koja je odrađena po meri, kao i dva plakara u dnevnoj i spavaćoj sobi. Stan poseduje terasu od 3m2. Parking se nalazi ispred zgrade.  Odličan stan kako za život tako i za investiciju!  PROSTORIJE: predsoblje, dnevna soba sa kuhinjom i trpezarijom, soba, kupatilo, terasa, podrum. Agencijska nadoknada iznosi 2%Za više sličnih nekretnina, posetite sajt: https://www.europolisnekretnine.com/",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/rudi-cajaveca/61a9108ec46d821f1c39b873,44.7935101,20.5396745,7.082271432758557
prodaja,stan,170.000 €,Beograd,Zvezdara opština,Đeram,Tršćanska,96m²,,3.5 sobe,uknjiženo,grejanje na struju,,,,,,,,,kupatila (3),prazno,telefon,,,,,,9956,"***Kompletno renoviran stan, bez ulaganja. Izuzetan stan na odličnoj lokaciji, veoma funkcionalan, svetao i maksimalno iskorišćen prostor. Sastoji se od tri stana: u suterenu jednoiposobnog, u prizemlju jednosobnog i u potkrovlju jednosobnog. Sa tri mokra čvora, odnosno dva kupatila i toaletom. Ima pripadajući plac 60m2 sa dva garažna mesta. Sve je kvalitetno urađeno i ugrađeni kvalitetni materijali. Izuzetno niski troškovi.Agencijska provizija 2% uključuje:istraživanje neophodno za nalaženje stana, pomoć u pregovorima, provera dokumentacije, izrada ugovora/predugovora o kupoprodaji, vođenje kroz celokupni kupoprodajni proces i papirologiju, pomoć pri prijavi poreza na imovinu, asistencija za porez na apsolutna prava i eventualno oslobođenje od istog, organizacija primopredaje i sve što podrazumeva Zakon o posredovanju u prometu i zakupu nepokretnosti.Želimo Vam prijatnu kupovinu.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/trscanska/5f577fab714fad5d7e0ac833,44.7992523,20.4906699,3.3764995150290247
